Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
5.89559   ,-4.67647e+01,-4.78145e+01,-4.72112e+01,-4.92653e+01,-4.51959e+01,-5.48032e+01,-5.76633e+01,-5.96549e+01,,         0.36833,-2.60000e+01,
5.97876   ,-4.25078e+01,-4.55165e+01,-4.46843e+01,-4.14111e+01,-4.23086e+01,-5.57119e+01,-5.89897e+01,-5.94284e+01,,         0.37000,-2.60000e+01,
6.06192   ,-4.25216e+01,-4.00275e+01,-4.34792e+01,-4.56051e+01,-4.37307e+01,-5.50354e+01,-5.81459e+01,-5.80382e+01,,         0.37167,-2.50000e+01,
6.14508   ,-4.04335e+01,-4.35854e+01,-4.38020e+01,-4.43616e+01,-3.92133e+01,-5.46910e+01,-5.81233e+01,-5.69019e+01,,         0.37333,-2.50000e+01,
6.22824   ,-4.32535e+01,-4.37432e+01,-4.31416e+01,-4.45792e+01,-4.01455e+01,-5.32240e+01,-5.80068e+01,-6.06183e+01,,         0.37500,-2.40000e+01,
6.31140   ,-4.55120e+01,-4.61326e+01,-4.44378e+01,-4.62220e+01,-4.44447e+01,-5.55964e+01,-5.65118e+01,-6.14520e+01,,         0.37667,-2.40000e+01,
6.39456   ,-4.42908e+01,-4.43964e+01,-4.28106e+01,-4.50344e+01,-4.22387e+01,-5.56980e+01,-5.55664e+01,-6.33852e+01,,         0.37833,-2.30000e+01,
6.47772   ,-4.26833e+01,-4.23284e+01,-4.15262e+01,-4.25813e+01,-4.08355e+01,-5.77066e+01,-5.61565e+01,-6.38922e+01,,         0.38000,-2.30000e+01,
6.56088   ,-3.98319e+01,-4.37098e+01,-4.25306e+01,-4.02221e+01,-4.06636e+01,-5.76467e+01,-5.63029e+01,-6.42177e+01,,         0.38167,-2.40000e+01,
6.64404   ,-4.13036e+01,-4.50055e+01,-4.14631e+01,-4.10070e+01,-3.84555e+01,-5.64452e+01,-5.69455e+01,-6.23429e+01,,         0.38333,-2.40000e+01,
6.72720   ,-4.24840e+01,-4.66816e+01,-4.53025e+01,-4.48591e+01,-4.11032e+01,-5.59754e+01,-5.74936e+01,-6.25987e+01,,         0.38500,-2.40000e+01,
6.81036   ,-4.34779e+01,-4.25586e+01,-4.29460e+01,-4.22206e+01,-4.20350e+01,-5.57600e+01,-5.59522e+01,-6.22460e+01,,         0.38667,-2.50000e+01,
6.89352   ,-4.19915e+01,-4.14585e+01,-4.27759e+01,-4.43486e+01,-4.29413e+01,-5.47895e+01,-5.57845e+01,-5.96326e+01,,         0.38833,-2.50000e+01,
6.97668   ,-4.12268e+01,-4.40565e+01,-4.22002e+01,-4.19579e+01,-3.98368e+01,-5.43138e+01,-5.73014e+01,-5.68673e+01,,         0.39000,-2.60000e+01,
7.05984   ,-4.24573e+01,-4.13611e+01,-4.59851e+01,-4.37733e+01,-4.13718e+01,-5.47980e+01,-5.81443e+01,-5.74069e+01,,         0.39167,-2.60000e+01,
