Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
1.94718   ,-4.72980e+01,-4.89534e+01,-5.06502e+01,-5.11026e+01,-5.96075e+01,-4.68036e+01,-5.09458e+01,-5.59826e+01,,         0.30833,1.50000e+01,
1.98033   ,-4.88839e+01,-4.71063e+01,-5.10394e+01,-5.06110e+01,-5.99723e+01,-4.58258e+01,-4.75067e+01,-5.62643e+01,,         0.31000,1.50000e+01,
2.01349   ,-5.02091e+01,-4.69370e+01,-5.12896e+01,-5.13499e+01,-6.01222e+01,-4.56378e+01,-4.93547e+01,-5.91467e+01,,         0.31167,1.50000e+01,
2.04665   ,-4.79592e+01,-4.61815e+01,-5.30099e+01,-5.18615e+01,-6.26597e+01,-4.36848e+01,-5.20204e+01,-5.90822e+01,,         0.31333,1.40000e+01,
2.07981   ,-4.95099e+01,-4.63818e+01,-5.14091e+01,-5.23007e+01,-6.00916e+01,-4.38584e+01,-5.19781e+01,-5.51852e+01,,         0.31500,1.40000e+01,
2.11297   ,-4.74748e+01,-5.16366e+01,-5.18838e+01,-5.18780e+01,-6.05396e+01,-4.57462e+01,-5.51551e+01,-5.09650e+01,,         0.31667,1.30000e+01,
2.14612   ,-4.64778e+01,-4.61602e+01,-5.14398e+01,-5.32801e+01,-5.97996e+01,-4.30709e+01,-5.29951e+01,-5.48009e+01,,         0.31833,1.30000e+01,
2.17928   ,-5.20165e+01,-4.42844e+01,-5.22498e+01,-5.29992e+01,-5.86854e+01,-4.47690e+01,-5.18262e+01,-5.92707e+01,,         0.32000,1.20000e+01,
2.21244   ,-4.66678e+01,-4.50061e+01,-5.28090e+01,-5.33048e+01,-6.10247e+01,-4.42279e+01,-5.16772e+01,-5.63792e+01,,         0.32167,1.00000e+01,
2.24560   ,-4.93114e+01,-4.49871e+01,-5.42878e+01,-5.31478e+01,-6.11597e+01,-4.29119e+01,-5.19952e+01,-5.85280e+01,,         0.32333,9.00000e+00,
2.27876   ,-5.00552e+01,-4.37123e+01,-5.09599e+01,-5.09497e+01,-6.14156e+01,-4.25137e+01,-5.20235e+01,-5.80530e+01,,         0.32500,7.00000e+00,
2.31192   ,-5.35142e+01,-4.42345e+01,-5.40839e+01,-4.99025e+01,-6.11368e+01,-4.00377e+01,-5.41345e+01,-5.38278e+01,,         0.32667,5.00000e+00,
2.34508   ,-5.34999e+01,-4.59001e+01,-5.44826e+01,-5.08414e+01,-5.48491e+01,-4.01235e+01,-5.45545e+01,-5.75165e+01,,         0.32833,3.00000e+00,
2.37823   ,-5.11625e+01,-4.61098e+01,-5.33665e+01,-5.23419e+01,-5.77141e+01,-4.11951e+01,-5.66926e+01,-5.52085e+01,,         0.33000,0.00000e+00,
2.41139   ,-4.66670e+01,-4.22043e+01,-5.12996e+01,-5.11620e+01,-5.86735e+01,-4.12414e+01,-5.53761e+01,-5.38730e+01,,         0.33167,-2.00000e+00,
2.44455   ,-5.20190e+01,-4.35389e+01,-5.31257e+01,-5.20934e+01,-5.89966e+01,-4.06559e+01,-4.88524e+01,-5.71904e+01,,         0.33333,-4.00000e+00,
2.47771   ,-4.94694e+01,-4.41713e+01,-5.35405e+01,-5.30499e+01,-6.05467e+01,-4.18467e+01,-5.57268e+01,-5.72658e+01,,         0.33500,-6.00000e+00,
2.51087   ,-5.11486e+01,-4.56307e+01,-5.70311e+01,-5.29525e+01,-6.11773e+01,-4.24734e+01,-5.31208e+01,-5.80192e+01,,         0.33667,-7.00000e+00,
2.54403   ,-5.13752e+01,-4.85692e+01,-5.26011e+01,-5.24961e+01,-6.36720e+01,-4.39810e+01,-5.43694e+01,-5.89560e+01,,         0.33833,-9.00000e+00,
2.57719   ,-5.31390e+01,-5.17787e+01,-5.03376e+01,-5.23360e+01,-6.22206e+01,-4.36085e+01,-5.74401e+01,-5.31061e+01,,         0.34000,-1.00000e+01,
2.61034   ,-5.21946e+01,-5.20838e+01,-4.85790e+01,-5.37926e+01,-5.58865e+01,-4.85855e+01,-5.26769e+01,-5.64689e+01,,         0.34167,-1.10000e+01,
2.64350   ,-4.70163e+01,-5.01405e+01,-4.83464e+01,-5.37438e+01,-6.13960e+01,-4.64639e+01,-4.88148e+01,-5.55642e+01,,         0.34333,-1.10000e+01,
2.67666   ,-4.39945e+01,-5.17680e+01,-5.01328e+01,-5.12634e+01,-6.05940e+01,-4.70201e+01,-5.04273e+01,-5.71927e+01,,         0.34500,-1.10000e+01,
2.70982   ,-4.82908e+01,-5.09127e+01,-5.02122e+01,-5.08471e+01,-5.80532e+01,-4.74754e+01,-5.12409e+01,-5.60318e+01,,         0.34667,-1.10000e+01,
