Grayscale intensity in dB


TIC Param Data,
,MGrad.:,MGT:,Grad.:,ArT:,TtoP:,PI:,TWH:,TWR:,AUC:,WiAUC:,WoAUC:,
5.32369   ,-5.12304e+01,-4.35983e+01,-5.04321e+01,-5.04208e+01,-4.75350e+01,-6.77533e+01,-4.68400e+01,-5.81271e+01,,         0.37500,0.00000e+00,
5.38230   ,-4.91421e+01,-4.44027e+01,-4.40225e+01,-4.56756e+01,-4.98185e+01,-6.24478e+01,-5.02747e+01,-6.02763e+01,,         0.37667,-2.00000e+00,
5.44091   ,-4.60256e+01,-4.33671e+01,-4.84201e+01,-5.07724e+01,-4.76011e+01,-6.56707e+01,-4.84188e+01,-5.81272e+01,,         0.37833,-4.00000e+00,
5.49952   ,-4.99001e+01,-4.87565e+01,-5.04957e+01,-4.36872e+01,-5.42067e+01,-6.61166e+01,-4.83447e+01,-5.74712e+01,,         0.38000,-5.00000e+00,
5.55813   ,-4.87842e+01,-5.28905e+01,-4.95991e+01,-5.08199e+01,-4.96398e+01,-6.42357e+01,-4.84232e+01,-5.90657e+01,,         0.38167,-7.00000e+00,
5.61674   ,-5.19701e+01,-4.96933e+01,-4.96727e+01,-5.01837e+01,-5.21862e+01,-5.90383e+01,-4.79313e+01,-5.84731e+01,,         0.38333,-8.00000e+00,
5.67535   ,-4.82232e+01,-5.22424e+01,-5.25584e+01,-4.71459e+01,-4.91690e+01,-6.09432e+01,-4.55176e+01,-5.72776e+01,,         0.38500,-9.00000e+00,
5.73396   ,-5.03878e+01,-4.31389e+01,-5.31435e+01,-4.46300e+01,-4.93205e+01,-6.14181e+01,-4.77253e+01,-5.89095e+01,,         0.38667,-1.00000e+01,
5.79257   ,-4.55926e+01,-4.72781e+01,-4.43628e+01,-4.74848e+01,-4.79392e+01,-6.15964e+01,-5.02082e+01,-5.61645e+01,,         0.38833,-9.00000e+00,
5.85118   ,-4.59938e+01,-4.80856e+01,-4.10232e+01,-4.86196e+01,-6.04437e+01,-6.26061e+01,-5.65682e+01,-5.78499e+01,,         0.39000,-8.00000e+00,
5.90979   ,-4.95411e+01,-4.77713e+01,-5.17995e+01,-5.01777e+01,-5.02763e+01,-6.21693e+01,-5.27308e+01,-6.04175e+01,,         0.39167,-5.00000e+00,
5.96840   ,-5.01894e+01,-5.20125e+01,-5.01226e+01,-4.52739e+01,-5.20611e+01,-6.56530e+01,-5.56840e+01,-6.10346e+01,,         0.39333,-1.00000e+00,
